name,RA [deg],DEC [deg],zlens,type,grading,ref
DESJ0322-4224,50.59429,-42.40605,0.57,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0322-5234,50.56837,-52.5779,0.46,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0324-3556,51.02925,-35.93638,0.38,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0326-4812,51.51215,-48.20995,0.43,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0326-5645,51.62299,-56.7617,0.68,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0327-1326,51.86318,-13.43961,0.56,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0327-3246,51.79729,-32.77616,0.65,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0328-2140,52.0566,-21.67208,0.59,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0328-3833,52.24989,-38.55273,0.41,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0328-4029,52.00516,-40.49922,0.51,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0329-5656,52.26624,-56.94944,0.4,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0330-2127,52.62838,-21.45315,0.72,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0330-5228,52.73718,-52.47028,0.46,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0332-1325,53.01064,-13.4195,0.64,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0333-1440,53.4832,-14.66914,0.53,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0333-1837,53.41061,-18.61902,0.26,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0334-1838,53.74324,-18.64403,0.51,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0334-2634,53.74703,-26.57546,0.44,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0334-4817,53.54557,-48.28704,0.5,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0334-4940,53.58416,-49.67789,0.66,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0334-6034,53.74437,-60.58056,0.58,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0336-2021,54.17408,-20.3531,0.65,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0336-3812,54.11897,-38.20245,0.45,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0337-3152,54.32183,-31.87043,0.47,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0338-1619,54.69029,-16.32305,0.7,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0339-5830,54.77706,-58.50469,0.36,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0340-2533,55.08904,-25.55837,0.67,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0341-5130,55.37833,-51.51241,0.42,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0342-5355,55.5192,-53.92059,0.63,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0344-4447,56.14624,-44.79555,0.81,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0345-2459,56.3664,-24.98848,0.47,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0347-2454,56.93556,-24.90874,0.57,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0347-3158,56.95311,-31.98063,0.38,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0347-3647,56.93924,-36.79364,0.61,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0347-4535,56.80535,-45.585,0.66,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0348-1306,57.14437,-13.11303,0.59,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0348-2145,57.00965,-21.75082,0.43,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0348-2655,57.02437,-26.92048,0.37,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0349-1500,57.45008,-15.00234,0.37,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0349-4857,57.33127,-48.95926,0.65,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0350-4824,57.70236,-48.40619,0.78,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0352-3825,58.1767,-38.42915,0.54,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0353-1706,58.44268,-17.1109,0.6,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0354-1609,58.57614,-16.1645,0.63,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0354-2420,58.69798,-24.33749,0.66,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0356-1457,59.21895,-14.96632,0.55,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0356-2408,59.20438,-24.14476,0.48,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0356-5607,59.026,-56.12484,0.48,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0357-5810,59.40346,-58.18149,0.61,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0357-5951,59.33565,-59.86512,0.58,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0358-2950,59.53509,-29.84965,0.4,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0402-2205,60.5238,-22.09897,0.49,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0402-5258,60.73983,-52.97845,0.87,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0403-1512,60.80335,-15.21602,0.65,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0403-5432,60.84466,-54.54363,0.75,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0406-2646,61.60206,-26.77362,1.54,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0407-5713,61.81508,-57.21756,0.4,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0408-5354,62.09132,-53.90026,0.04,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0410-3037,62.55545,-30.62385,0.73,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0411-2256,62.7834,-22.94312,0.57,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0411-3144,62.95688,-31.74853,0.78,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0411-4819,62.79569,-48.32768,0.46,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0411-5107,62.92814,-51.12636,0.48,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0412-1954,63.16191,-19.90303,0.64,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0412-2646,63.17877,-26.77565,0.43,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0413-2344,63.42129,-23.73947,0.71,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0415-4012,63.91078,-40.20893,0.55,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0415-4143,63.93554,-41.72949,0.75,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0416-5525,64.18671,-55.41675,0.43,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0416-5908,64.16482,-59.14804,0.53,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0418-5457,64.54117,-54.95973,0.53,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0418-6125,64.60748,-61.42413,0.38,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0419-2959,64.77709,-29.99383,0.91,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0420-5422,65.1782,-54.37706,0.73,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0422-2132,65.5759,-21.54608,0.64,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0422-4031,65.60553,-40.53217,0.41,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0424-3317,66.16119,-33.29491,0.62,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0428-3218,67.06771,-32.30001,0.71,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0429-2243,67.37815,-22.73322,0.66,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0429-2826,67.28763,-28.438,0.47,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0429-6011,67.39444,-60.19064,1.06,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0430-2051,67.59246,-20.85277,0.62,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0431-4317,67.92345,-43.29463,0.55,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0431-5422,67.8459,-54.37902,0.55,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0433-2714,68.26475,-27.23982,0.53,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0433-4456,68.45305,-44.93493,0.6,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0437-5136,69.45059,-51.60777,0.59,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0437-6428,69.3146,-64.47504,0.44,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0437-6502,69.48652,-65.03786,0.63,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0438-3228,69.52573,-32.48116,0.4,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0441-4314,70.37184,-43.23723,0.51,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0442-2920,70.62357,-29.34467,0.57,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0442-6257,70.7037,-62.95143,0.45,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0443-2026,70.79929,-20.44658,0.66,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0443-6228,70.93285,-62.46824,0.65,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0446-2001,71.56238,-20.02854,0.43,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0446-2714,71.6667,-27.24653,0.63,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0448-5807,72.02201,-58.12258,0.42,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0449-2918,72.28966,-29.30456,0.6,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0450-5715,72.5367,-57.25556,0.42,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0452-3540,73.12391,-35.67423,0.61,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0453-5535,73.38443,-55.59106,0.36,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0454-6234,73.68189,-62.56679,0.64,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0455-2530,73.90302,-25.5128,0.44,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0456-2946,74.1654,-29.77272,0.46,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0457-3549,74.39074,-35.83147,0.69,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0457-4115,74.4219,-41.25687,0.5,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0457-4331,74.46276,-43.52617,0.78,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0458-4045,74.69941,-40.75106,0.49,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0459-2045,74.7561,-20.75189,0.68,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0501-5054,75.2778,-50.91315,0.53,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0502-5828,75.6642,-58.47481,0.43,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0503-3553,75.7699,-35.8852,0.68,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0504-3548,76.07334,-35.8017,0.73,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0505-4611,76.26967,-46.19931,0.63,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0505-6149,76.44598,-61.83072,0.77,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0506-2049,76.50219,-20.8168,0.61,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0506-4220,76.73095,-42.34575,0.43,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0507-5348,76.94602,-53.81148,0.44,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0508-2144,77.20527,-21.74187,0.73,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0508-2746,77.17749,-27.77706,0.7,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0509-5342,77.33914,-53.70351,0.45,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0510-3232,77.55331,-32.53492,0.51,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0510-5637,77.5549,-56.63171,0.56,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0511-3134,77.82017,-31.5756,0.84,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0512-5041,78.00324,-50.68968,0.8,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0513-3847,78.25092,-38.79534,0.42,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0514-5456,78.53033,-54.94835,0.89,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0516-2208,79.01322,-22.14642,0.74,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0516-4416,79.17349,-44.27903,0.7,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0522-6036,80.58806,-60.60666,0.38,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0524-2721,81.09859,-27.35316,0.38,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0525-4424,81.36681,-44.40375,0.54,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0528-3811,82.13907,-38.19495,0.66,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0530-6109,82.51363,-61.1618,0.5,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0531-3158,82.92694,-31.98092,0.56,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0533-2536,83.45553,-25.61511,0.71,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0534-5347,83.68678,-53.78785,0.46,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0536-5338,84.02185,-53.64641,0.75,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0537-4647,84.35163,-46.78401,0.41,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0537-4711,84.44091,-47.18897,0.45,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0538-4735,84.51923,-47.58715,0.64,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0542-5949,85.60111,-59.83305,0.82,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0543-3034,85.99182,-30.58041,0.46,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0543-3752,85.75861,-37.87701,0.54,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0546-2000,86.52108,-20.00709,0.68,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0546-3329,86.61455,-33.48964,0.46,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0553-2853,88.29686,-28.89357,0.73,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0554-2238,88.60108,-22.63505,0.45,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0557-4159,89.39342,-41.9973,0.58,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0559-3540,89.95629,-35.67013,0.69,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0602-4524,90.69522,-45.412,0.53,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0612-3920,93.11443,-39.34343,0.51,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0613-5552,93.30138,-55.87347,0.81,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0620-5628,95.07919,-56.48287,0.61,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0624-4709,96.06586,-47.16168,0.84,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0625-4526,96.25055,-45.43576,0.6,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0626-5730,96.59632,-57.50837,0.72,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ0628-5023,97.03929,-50.39994,0.44,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2014-5757,303.58076,-57.95041,0.8,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2025-4204,306.32627,-42.08248,0.71,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2028-5231,307.23246,-52.52177,0.66,galaxy,confirmed,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2039-5459,309.79778,-54.99594,0.17,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2045-6344,311.29752,-63.74792,0.48,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2051-6450,312.99332,-64.84365,0.62,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
DESJ2053-5046,313.28612,-50.78121,0.7,galaxy,probable,https://iopscience.iop.org/article/10.3847/1538-4365/ab26b6#apjsab26b6t5
